id,ico,nazov,ulica,psc,obec_id,obec_nazov,obec_kod,okres,kraj,lat,lon,presnost_polohy,typ_prevadzky,typ_nazov,sektor,zdroj_id
509,36555096,"Ponitrianska mliekarenská spoločnosť, s.r.o.",Štúrova 253/28,94101,267,Bánov,SK0234503045,Nové Zámky,Nitriansky,48.048624,18.191323,obec,mliekaren,Mliekáreň,Potravinárstvo a nápoje,1
510,36558451,VVD - Vinohradnícko vinárske družstvo,Branovská cesta 1926,94131,270,Dvory nad Žitavou,SK0234503177,Nové Zámky,Nitriansky,47.994311,18.268975,obec,vinarstvo,Vinárstvo,Potravinárstvo a nápoje,1
511,36558486,ZPD - Zeleninársko potravinárske družstvo,Veľká Komárňanská 2330,94131,270,Dvory nad Žitavou,SK0234503177,Nové Zámky,Nitriansky,47.994311,18.268975,obec,vinarstvo,Vinárstvo,Potravinárstvo a nápoje,1
512,36559946,"AGROLIM, s.r.o.",Robotnícka 5,94703,79,Hurbanovo,SK0231501140,Komárno,Nitriansky,47.869084,18.189095,obec,agro,Poľnohospodársky podnik,Poľnohospodárstvo a chov,1
513,36563242,"Hotel Nitra, s.r.o.",,,23,Nitra,SK0233500011,Nitra,Nitriansky,48.31257,18.09061,obec,hotel,Hotel,Gastro a stravovacie zariadenia,1
514,36566811,HYDINA KRIŽAN s. r. o.,89,94144,271,Vlkas,SK0234556025,Nové Zámky,Nitriansky,48.116667,18.283333,obec,hydina,Hydinárska prevádzka,Poľnohospodárstvo a chov,1
515,36570109,MOJA Jedáleň s.r.o.,,,272,Parchovany,SK042B528676,Trebišov,Košický,48.75,21.716667,obec,jedalen_zavodna,Závodná a verejná jedáleň,Gastro a stravovacie zariadenia,1
516,36574627,"Mestské lesy a majetky, spol. s r.o.",SNP 34,05361,216,Spišské Vlachy,SK042A543594,Spišská Nová Ves,Košický,48.947914,20.797352,obec,mestske_lesy,Mestské lesy,"Drevo, lesníctvo a ostatné",1
517,36588016,VINÁRSTVO Viničky s.r.o.,NA 186,07634,273,Ladmovce,SK042B528498,Trebišov,Košický,48.416667,21.783333,obec,vinarstvo,Vinárstvo,Potravinárstvo a nápoje,1
518,36594849,Nemocnica AGEL Levoča a.s.,,,4,Levoča,SK0414543292,Levoča,Prešovský,49.025112,20.587999,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
519,36597341,"Nemocnica s poliklinikou sv. Barbory Rožňava, a.s.",,,15,Rožňava,SK0428525529,Rožňava,Košický,48.654392,20.531184,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
520,36597350,"Nemocnica s poliklinikou Spišská Nová Ves, a.s.",,,213,Spišská Nová Ves,SK042A526355,Spišská Nová Ves,Košický,48.943534,20.562964,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
521,36597376,"Nemocnica s poliklinikou Trebišov, a.s.",,,274,Trebišov,SK042B528099,Trebišov,Košický,48.628622,21.720171,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
522,36597741,ILKE - BIOPLYNOVÁ STANICA spol. s r.o.,Boľská cesta 1,07701,211,Kráľovský Chlmec,SK042B528447,Trebišov,Košický,48.416667,21.983333,obec,bioplynova_stanica,Bioplynová stanica,Komunálny a gastro bioodpad,1
523,36603244,Kluknavská mliekáreň - obchodno - odbytové družstvo,Jaklovce 640,05561,275,Jaklovce,SK0421543187,Gelnica,Košický,48.873225,20.995106,obec,mliekaren,Mliekáreň,Potravinárstvo a nápoje,1
524,36609111,"ŠPORTHOTEL TRNÁVKA, spol. s r.o.",,,125,Bratislava,,Bratislava I,Bratislavský,48.153538,17.109671,obec,hotel,Hotel,Gastro a stravovacie zariadenia,1
525,36613100,"PÍLA NA ŠMÝKANCI, s.r.o.",NA 398,03301,276,Liptovský Peter,SK0315580287,Liptovský Mikuláš,Žilinský,49.053383,19.735175,obec,pila,Píla a drevospracovanie,"Drevo, lesníctvo a ostatné",1
526,36613606,"Hotel N°16, s.r.o.",,,174,Bratislava - mestská časť Staré Mesto,SK0101528595,Bratislava I,Bratislavský,48.140553,17.112478,mestska_cast,hotel,Hotel,Gastro a stravovacie zariadenia,1
527,36623199,"Starohorská vinárska spoločnosť, družstvo",NA 418,96266,227,Sebechleby,SK0325518735,Krupina,Banskobystrický,48.275107,18.952016,obec,vinarstvo,Vinárstvo,Potravinárstvo a nápoje,1
528,36632945,"PEKÁREŇ LOPEJ, s.r.o.",Družby 323/61,97698,,Lopej,,,,,,nezistena,pekaren,Pekáreň,Potravinárstvo a nápoje,1
529,36635359,"Slatinská pekáreň, s.r.o.",Kriváň 452,96204,277,Kriváň,,Detva,Banskobystrický,48.530221,19.444957,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
530,36643807,"Mestské lesy Lučenec, s.r.o.",Lučenské kúpele 3152,98401,18,Lučenec,SK0326511218,Lučenec,Banskobystrický,48.330282,19.664144,obec,mestske_lesy,Mestské lesy,"Drevo, lesníctvo a ostatné",1
531,36644811,"Mliekáreň Kopanice Selce, s.r.o.",Selčianska 2,97611,278,Selce,SK0321508985,Banská Bystrica,Banskobystrický,48.766999,19.200351,obec,mliekaren,Mliekáreň,Potravinárstvo a nápoje,1
532,36645559,"Píla Bátka, s.r.o.",Vinice 29,97901,279,Rimavská Sobota,SK0329514462,Rimavská Sobota,Banskobystrický,48.383832,20.016302,obec,pila,Píla a drevospracovanie,"Drevo, lesníctvo a ostatné",1
533,36645672,PEKÁREŇ U FLOSNÍKOV s.r.o.,Chalupkova 4,97701,149,Brezno,SK0323508497,Brezno,Banskobystrický,48.805335,19.640961,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
534,36648701,1. Súkromné Banskobystrické gymnázium s.r.o.,,,209,Banská Bystrica,SK0321508438,Banská Bystrica,Banskobystrický,48.738539,19.156869,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
535,36656372,"Vinárstvo BLAHO, s.r.o.",Hlavná 40,91921,280,Zeleneč,SK0217507776,Trnava,Trnavský,48.332228,17.594315,obec,vinarstvo,Vinárstvo,Potravinárstvo a nápoje,1
536,36657301,Dunaj škrob Romada s.r.o.,Štefánikova 24,94301,157,Štúrovo,,Nové Zámky,Nitriansky,47.797831,18.71486,obec,skrobaren,Škrobáreň,Potravinárstvo a nápoje,1
537,36672076,"Považská vodárenská spoločnosť, a.s.",Nová 133,01746,112,Považská Bystrica,SK0226512842,Považská Bystrica,Trenčiansky,49.114507,18.447319,obec,vodarenska,Vodárenská spoločnosť (ČOV),Komunálny a gastro bioodpad,1
538,36672084,"Turčianska vodárenská spoločnosť, a.s.",Kuzmányho 25,03680,119,Martin,SK0316512036,Martin,Žilinský,49.07226,18.929174,obec,vodarenska,Vodárenská spoločnosť (ČOV),Komunálny a gastro bioodpad,1
539,36672254,"Oravská vodárenská spoločnosť, a.s.",Bysterecká 2180,02680,135,Dolný Kubín,SK0313509540,Dolný Kubín,Žilinský,49.218073,19.29539,obec,vodarenska,Vodárenská spoločnosť (ČOV),Komunálny a gastro bioodpad,1
540,36672271,"Vodárenská spoločnosť Ružomberok, a. s.",Pri Váhu 6,03406,10,Ružomberok,SK0318510998,Ružomberok,Žilinský,49.08187,19.302965,obec,vodarenska,Vodárenská spoločnosť (ČOV),Komunálny a gastro bioodpad,1
541,36672441,"Liptovská vodárenská spoločnosť, a.s.",Revolučná 595,03105,30,Liptovský Mikuláš,SK0315510262,Liptovský Mikuláš,Žilinský,49.083333,19.616667,obec,vodarenska,Vodárenská spoločnosť (ČOV),Komunálny a gastro bioodpad,1
542,36682888,"Regionálna vodárenská spoločnosť Vlára - Váh, s.r.o.",J. Palu 2/3,91441,66,Nemšová,SK0229506281,Trenčín,Trenčiansky,48.961676,18.113025,obec,vodarenska,Vodárenská spoločnosť (ČOV),Komunálny a gastro bioodpad,1
543,36690473,"Spojená Nitrianska Pekáreň, a.s. (SNIPEK, a.s.)",Krušovská 1994,95501,26,Topoľčany,SK0236504998,Topoľčany,Nitriansky,48.559116,18.176052,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
544,36708780,"FISH&AGRO farma, s.r.o.",Jilemnická 56/30,02061,111,Lednické Rovne,SK0228513326,Púchov,Trenčiansky,49.066667,18.283333,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
545,36713091,"Nemocnica s poliklinikou Hlohovec, s.r.o.",,,108,Hlohovec,SK0213507032,Hlohovec,Trnavský,48.427951,17.798585,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
546,36722804,Poľnohospodárske družstvo Krajné,,91616,281,Krajné,SK0223506150,Myjava,Trenčiansky,48.700576,17.68716,obec,polnohospodarske_druzstvo,Poľnohospodárske družstvo,Poľnohospodárstvo a chov,1
547,36723681,"Obchodná vodárenská spoločnosť Liptovské Matiašovce, s.r.o.",NA 79,03223,282,Liptovské Matiašovce,SK0315510700,Liptovský Mikuláš,Žilinský,49.166667,19.566667,obec,vodarenska,Vodárenská spoločnosť (ČOV),Komunálny a gastro bioodpad,1
548,36727156,"AGRO - PO, s.r.o.",Na stanicu 793/5,95112,283,Ivanka pri Nitre,SK0233558320,Nitra,Nitriansky,48.233333,18.116667,obec,agro,Poľnohospodársky podnik,Poľnohospodárstvo a chov,1
549,36727504,Reštaurácia Avalon s.r.o.,,,125,Bratislava,,Bratislava I,Bratislavský,48.153538,17.109671,obec,restauracia,Reštaurácia,Gastro a stravovacie zariadenia,1
550,36735302,"Pivovarský dom, s. r. o.",Jilemnického 307,05921,284,Svit,SK0416523925,Poprad,Prešovský,49.058236,20.196529,obec,pivovar,Pivovar / minipivovar,Potravinárstvo a nápoje,1
551,36739596,"Prvý piešťanský pivovar, s. r. o.",Rekreačná 3,92101,234,Piešťany,SK0214507440,Piešťany,Trnavský,48.589897,17.821604,obec,pivovar,Pivovar / minipivovar,Potravinárstvo a nápoje,1
552,36774669,"Pekáreň Delika, s.r.o.",Rišňovce 639,95121,285,Rišňovce,SK0233500704,Nitra,Nitriansky,48.369248,17.896178,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
553,36776955,"Víno Hubinský, s. r. o.",Školská 54,90201,286,Vinosady,SK0107508314,Pezinok,Bratislavský,48.310552,17.29264,obec,vinarstvo,Vinárstvo,Potravinárstvo a nápoje,1
554,36802026,Pivovar GOLEM s.r.o.,Čordákova 1,04023,106,Košice,,Košice I,Košický,48.717227,21.249677,obec,pivovar,Pivovar / minipivovar,Potravinárstvo a nápoje,1
555,36803529,"MORUS KALMAY VINOHRADNÍCTVO VINÁRSTVO, s. r. o.",Malé Tatry 6060/20,03405,10,Ružomberok,SK0318510998,Ružomberok,Žilinský,49.08187,19.302965,obec,vinarstvo,Vinárstvo,Potravinárstvo a nápoje,1
556,36813443,PEKÁREŇ BECKOV s.r.o.,Svätovavrinecká 13920/10,83101,20,Bratislava - mestská časť Nové Mesto,SK0103529346,Bratislava III,Bratislavský,48.167188,17.138349,mestska_cast,pekaren,Pekáreň,Potravinárstvo a nápoje,1
557,36817571,HYDINA s. r. o.,Ondrejovce 246,93551,287,Ondrejovce,SK0232502618,Levice,Nitriansky,48.137625,18.518794,obec,hydina,Hydinárska prevádzka,Poľnohospodárstvo a chov,1
558,36843148,"Zelenina Nižná Myšľa, s. r. o.",,04415,288,Nižná Myšľa,SK0426521736,Košice - okolie,Košický,48.623714,21.363905,obec,zeleninarstvo,Zeleninárstvo,Poľnohospodárstvo a chov,1
559,36845981,"ALEXANDRA HOTEL, s. r. o.",,,110,Púchov,SK0228513610,Púchov,Trenčiansky,49.123992,18.324242,obec,hotel,Hotel,Gastro a stravovacie zariadenia,1
560,36920151,Viliam Ruman - Reštaurácia JAMAJKA,,,22,Galanta,SK0212503665,Galanta,Trnavský,48.191057,17.727778,obec,restauracia,Reštaurácia,Gastro a stravovacie zariadenia,1
561,37586475,Jana Ježíková - POHOSTINSTVO BOHUMÍN,,,148,Turzovka,SK0312509507,Čadca,Žilinský,49.402543,18.628775,obec,restauracia,Reštaurácia,Gastro a stravovacie zariadenia,1
562,37796046,"Cirkevná spojená škola, Švermova 10, Snina",,,181,Snina,SK0419520802,Snina,Prešovský,48.990062,22.155625,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
563,37810421,"Základná škola Janka Kráľa, Žiarska 679/13, Liptovský Mikuláš",,,30,Liptovský Mikuláš,SK0315510262,Liptovský Mikuláš,Žilinský,49.083333,19.616667,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
564,37810472,"Základná škola Miloša Janošku, Ul. čs. brigády 4, Liptovský Mikuláš",,,30,Liptovský Mikuláš,SK0315510262,Liptovský Mikuláš,Žilinský,49.083333,19.616667,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
565,37810481,"Základná škola s materskou školou, Starojánska 11/11, Liptovský Ján",,,289,Liptovský Ján,SK0315510734,Liptovský Mikuláš,Žilinský,49.049582,19.680264,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
566,37811711,"Základná škola Alexandra Dubčeka, Družstevná 11, Martin",,,119,Martin,SK0316512036,Martin,Žilinský,49.07226,18.929174,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
567,37811860,"Základná škola, Nade Hejnej 4, Martin",,,119,Martin,SK0316512036,Martin,Žilinský,49.07226,18.929174,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
568,37811894,"Základná škola s materskou školou, Podhájska 10A, Martin",,,119,Martin,SK0316512036,Martin,Žilinský,49.07226,18.929174,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
569,37811924,"Základná škola, P. Mudroňa 3, Martin",,,119,Martin,SK0316512036,Martin,Žilinský,49.07226,18.929174,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
570,37812009,"Základná škola s materskou školou, Priehradná 11, Martin",,,119,Martin,SK0316512036,Martin,Žilinský,49.07226,18.929174,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
571,37812416,"Školská jedáleň, M. R. Štefánika 1, Vrútky",,,290,Vrútky,SK0316557358,Martin,Žilinský,49.10886,18.92507,obec,skolska_jedalen,Školská jedáleň,Gastro a stravovacie zariadenia,1
572,37812556,"Materská škola, Horný Vadičov 515",,,291,Horný Vadičov,SK0314509205,Kysucké Nové Mesto,Žilinský,49.266667,18.883333,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
573,37812769,"Materská škola, Kysucký Lieskovec 309",,,292,Kysucký Lieskovec,SK0314509264,Kysucké Nové Mesto,Žilinský,49.333333,18.816667,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
574,37814036,"Materská škola, Pod brehom 207, Hruštín",,,293,Hruštín,SK0317509680,Námestovo,Žilinský,49.316667,19.35,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
575,37815687,"Materská škola, Východná 715",,,294,Východná,SK0315511170,Liptovský Mikuláš,Žilinský,49.061229,19.894612,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
576,37818627,Centrum sociálnych služieb Nádej,,,33,Žarnovica,SK032C517381,Žarnovica,Banskobystrický,48.483398,18.72155,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
577,37828851,"Základná škola Lajosa Mocsáryho s VJM, Farská lúka 64/B, Fiľakovo",,,295,Fiľakovo,SK0326511391,Lučenec,Banskobystrický,48.270503,19.821673,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
578,37831291,"Základná škola s materskou školou, Krivec 1355, Hriňová",,,296,Hriňová,SK0324518468,Detva,Banskobystrický,48.576422,19.525427,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
579,37833472,"Základná škola s materskou školou Juraja Slávika Neresnického, Dobrá Niva",,,220,Dobrá Niva,SK032B518298,Zvolen,Banskobystrický,48.473486,19.101794,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
580,37836374,"Základná škola s VJM - Alapiskola, Rohovce 106",,,297,Rohovce,SK0211501891,Dunajská Streda,Trnavský,47.996929,17.409561,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
581,37836714,"Základná škola s materskou školou Istvána Széchenyiho s VJM, Hlavná 299, Horné Saliby",,,298,Horné Saliby,SK0212503771,Galanta,Trnavský,48.122648,17.752084,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
582,37836781,"Základná škola s materskou školou, Na výhone 188/16, Moravany nad Váhom",,,299,Moravany nad Váhom,SK0214507342,Piešťany,Trnavský,48.602463,17.862269,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
583,37838521,"Základná škola, Sasinkova 530/2, Kopčany",,,300,Kopčany,SK0216504459,Michalovce,Košický,48.583333,21.916667,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
584,37840576,"Základná škola s materskou školou s VJM, Mostová 210",,,130,Mostová,SK0212503924,Galanta,Trnavský,48.140162,17.678594,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
585,37840592,"Základná škola, Vinohrady nad Váhom 347",,,301,Vinohrady nad Váhom,SK0212504157,Galanta,Trnavský,48.300461,17.766113,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
586,37840631,"Základná škola s materskou školou, Veľký Grob 382",,,247,Veľký Grob,SK0212504149,Galanta,Trnavský,48.254044,17.497245,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
587,37840657,"Základná škola s materskou školou, Smolinské 407",,,302,Smolinské,SK0215504823,Senica,Trnavský,48.683333,17.133333,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
588,37841491,"Materská škola, Nám. A. Hlinku 32, Cífer",,,303,Cífer,SK0217506877,Trnava,Trnavský,48.315284,17.490022,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
589,37842129,"Materská škola, Dr. Clementisa 59, Skalica",,,100,Skalica,SK0216504815,Skalica,Trnavský,48.770797,17.20201,okres,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
590,37842323,"Materská škola, Štefana Majora 1393/175, Veľké Úľany",,,304,Veľké Úľany,SK0212504131,Galanta,Trnavský,48.162887,17.57621,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
591,37842382,"Materská škola, Lazová 926/5, Pata",,,305,Pata,SK0212503959,Galanta,Trnavský,48.275779,17.825432,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
592,37843061,"Materská škola, Radošovce 13",,,142,Radošovce,SK0216504742,Skalica,Trnavský,48.766667,17.283333,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
593,37844016,"Materská škola, Sídlisko 9. mája 322, Vrbové",,,235,Vrbové,SK0214507750,Piešťany,Trnavský,48.619531,17.723876,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
594,37847481,"Školská jedáleň, Štefana Majora 1444/83, Veľké Úľany",,,304,Veľké Úľany,SK0212504131,Galanta,Trnavský,48.162887,17.57621,obec,skolska_jedalen,Školská jedáleň,Gastro a stravovacie zariadenia,1
595,37851888,"Základná škola s materskou školou Józsefa Bódisa s VJM, Čenkovce 95",,,306,Čenkovce,SK0211580554,Dunajská Streda,Trnavský,48.106207,17.433109,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
596,37855735,"Materská škola, Dvorany nad Nitrou 22",,,307,Dvorany nad Nitrou,SK0236556262,Topoľčany,Nitriansky,48.489267,18.11335,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
597,37861077,"Školská jedáleň, Adyho 4, Štúrovo",,,157,Štúrovo,SK0234503584,Nové Zámky,Nitriansky,47.797831,18.71486,obec,skolska_jedalen,Školská jedáleň,Gastro a stravovacie zariadenia,1
598,37863606,"Materská škola, Družstevná 22, Šaľa",,,88,Šaľa,SK0235504025,Šaľa,Nitriansky,48.150995,17.876502,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
599,37863894,"Základná škola s materskou školou Juraja Holčeka, Dolný Ohaj",,,222,Dolný Ohaj,SK0234503151,Nové Zámky,Nitriansky,48.08008,18.252347,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
600,37864122,"Materská škola, MDŽ 26, Šurany",,,198,Šurany,SK0234503592,Nové Zámky,Nitriansky,48.086106,18.186834,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
601,37866672,"Základná škola s materskou školou, Dolný Jatov 189",,,308,Jatov,SK0234503223,Nové Zámky,Nitriansky,48.128462,18.028264,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
602,37874004,"Základná škola s materskou školou, Pod papierňou 16A, Bardejov",,,126,Bardejov,SK0411519006,Bardejov,Prešovský,49.292999,21.27554,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
603,37874021,"Základná škola, Wolkerova 10, Bardejov",,,126,Bardejov,SK0411519006,Bardejov,Prešovský,49.292999,21.27554,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
604,37874217,"Základná škola s materskou školou, Spišské Hanušovce 66",,,309,Spišské Hanušovce,SK0413523861,Kežmarok,Prešovský,49.331411,20.346897,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
605,37874314,"Materská škola, Školská 231/2, Huncovce",,,310,Huncovce,SK0413523526,Kežmarok,Prešovský,49.117868,20.378184,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
606,37876457,"Základná škola s materskou školou, Školská 42/22, Vikartovce",,,311,Vikartovce,SK0416524034,Poprad,Prešovský,48.992835,20.154403,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
607,37876643,"Materská škola, Duk. hrdinov 2078/13, Snina",,,181,Snina,SK0419520802,Snina,Prešovský,48.990062,22.155625,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
608,37876899,"Spojená škola, Letná ulica 3453/34, Poprad",,,13,Poprad,SK0416523381,Poprad,Prešovský,49.054152,20.29764,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
609,37880080,"Stredná odborná škola služieb, Košická 20, Prešov",,,14,Prešov,SK0417524140,Prešov,Prešovský,49.000411,21.252273,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
610,37883658,"Základná škola s materskou školou, Smilno 205",,,312,Smilno,SK0411519782,Bardejov,Prešovský,49.383333,21.35,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
611,37886436,Nemocnica Dr. Vojtecha Alexandra v Kežmarku n.o.,,,2,Kežmarok,SK0413523585,Kežmarok,Prešovský,49.136318,20.430447,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
612,37886851,"Ľubovnianska nemocnica, n.o.",,,208,Stará Ľubovňa,SK041A526665,Stará Ľubovňa,Prešovský,49.297258,20.687317,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
613,37886908,"Súkromná školská jedáleň, n. o. Prešov",,,14,Prešov,SK0417524140,Prešov,Prešovský,49.000411,21.252273,obec,skolska_jedalen,Školská jedáleň,Gastro a stravovacie zariadenia,1
614,37887947,"Charitatívno-diakonický domov sociálnych služieb, n.o.",,,284,Svit,SK0416523925,Poprad,Prešovský,49.058236,20.196529,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
615,37903152,"Materská škola, Lietava 368",,,313,Lietava,SK031B517739,Žilina,Žilinský,49.168923,18.676346,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
616,37904591,"Materská škola, Svrčinovec 856",,,314,Svrčinovec,SK0312509493,Čadca,Žilinský,49.387301,18.767884,okres,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
617,37904957,"Materská škola, Čajakova 4A, Žilina",,,34,Žilina,SK031B517402,Žilina,Žilinský,49.223464,18.739498,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
618,37904990,"Materská škola, Smrečany 117",,,315,Smrečany,SK0315511013,Liptovský Mikuláš,Žilinský,49.116667,19.65,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
619,37905074,"Materská škola, Stavbárska 4, Žilina",,,34,Žilina,SK031B517402,Žilina,Žilinský,49.223464,18.739498,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
620,37906089,"Materská škola, Ochodnica 355",,,316,Ochodnica,SK0314509329,Kysucké Nové Mesto,Žilinský,49.35,18.783333,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
621,37909533,"Spojená škola Kráľovnej pokoja, Na Závaží 2, Žilina",,,34,Žilina,SK031B517402,Žilina,Žilinský,49.223464,18.739498,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
622,37909631,"Materská škola, Korňa 720",,,317,Korňa,SK0312509230,Čadca,Žilinský,49.414,18.541,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
623,37923617,"SPOKOJNOSŤ - centrum sociálnych služieb, n.o.",,,31,Prievidza,SK0227513881,Prievidza,Trenčiansky,48.77104,18.623306,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
624,37939076,Súkromné gymnázium DSA,,,126,Bardejov,SK0411519006,Bardejov,Prešovský,49.292999,21.27554,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
625,37942484,"Stredná odborná škola technická, Družstevná 1474/19, Humenné",,,35,Humenné,SK0412520004,Humenné,Prešovský,48.934603,21.90314,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
626,37942743,"Spojená škola sv. Jána Pavla II., Dlhé hony 3522/2, Poprad",,,13,Poprad,SK0416523381,Poprad,Prešovský,49.054152,20.29764,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
627,37947541,"Stredná odborná škola polytechnická Jána Antonína Baťu, Svit",,,284,Svit,SK0416523925,Poprad,Prešovský,49.058236,20.196529,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
628,37947958,"Materská škola, Partizánska 22, Humenné",,,35,Humenné,SK0412520004,Humenné,Prešovský,48.934603,21.90314,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
629,37950410,"Cirkevná školská jedáleň, Daxnerova ul. 42, Rimavská Sobota",,,279,Rimavská Sobota,SK0329514462,Rimavská Sobota,Banskobystrický,48.383832,20.016302,obec,skolska_jedalen,Školská jedáleň,Gastro a stravovacie zariadenia,1
630,37954431,"Jedáleň 21. storočia, n.o.",,,34,Žilina,SK031B517402,Žilina,Žilinský,49.223464,18.739498,obec,jedalen_zavodna,Závodná a verejná jedáleň,Gastro a stravovacie zariadenia,1
631,37954571,Všeobecná nemocnica s poliklinikou Lučenec n.o.,,,18,Lučenec,SK0326511218,Lučenec,Banskobystrický,48.330282,19.664144,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
632,37957660,"Materská škola, marš. Malinovského 1985/41, Zvolen",,,11,Zvolen,SK032B518158,Zvolen,Banskobystrický,48.576512,19.128476,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
633,37958470,"Katolícka spojená škola sv. Františka Assiského, Banská Štiavnica",,,8,Banská Štiavnica,SK0322516643,Banská Štiavnica,Banskobystrický,48.458093,18.89828,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
634,37959999,"Materská škola, Lhenická 34, Budča",,,318,Budča,SK032B518204,Zvolen,Banskobystrický,48.5743,19.065196,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
635,37961161,"Materská škola, Farská ulica 1274/2, Cabaj-Čápor",,,319,Cabaj-Čápor,SK0233545589,Nitra,Nitriansky,48.245665,18.023092,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
